id_formation,titre,description,objectif_pédagogique,public_cible,prérequis,thématique,sous-thématique,niveau,durée,format,langue,certification,plateforme_source,prix,date_mise_a_jour,mots_clés,note_utilisateurs,nombre_avis,taux_de_succès
e3d1913d-a78b-4b7d-988d-ac6b23b9cbde,Formation en Google Cloud pour Intermédiaires,"Apprenez Google Cloud à travers cette formation complète. Vous découvrirez les concepts clés, des cas pratiques et des outils indispensables pour maîtriser ce domaine.","À l'issue de cette formation, vous saurez maîtriser les fondamentaux de Google Cloud et les appliquer dans des projets concrets.",Débutants,Avoir des connaissances de base en cloud computing est recommandé.,Cloud Computing,Google Cloud,Avancé,39,Vidéo,FR,Oui,FutureLearn,57,2025-03-11,"Figma, Scrum, Python, Deep Learning, Projet, Machine Learning",4.7,2704,63
f98ec696-f13d-4cde-8228-1d1dd9d86f79,Formation en Django pour Experts,"Apprenez Django à travers cette formation complète. Vous découvrirez les concepts clés, des cas pratiques et des outils indispensables pour maîtriser ce domaine.","À l'issue de cette formation, vous saurez maîtriser les fondamentaux de Django et les appliquer dans des projets concrets.",Experts,Avoir des connaissances de base en développement web est recommandé.,Développement Web,Django,Facile,61,PDF,EN,Non,Udemy,421,2025-05-03,"Git, SEO, Deep Learning, Projet",4.5,1497,95
df7f20e8-ebd2-43bc-83dd-8c9782041c7e,Formation en SIEM pour Intermédiaires,"Apprenez SIEM à travers cette formation complète. Vous découvrirez les concepts clés, des cas pratiques et des outils indispensables pour maîtriser ce domaine.","À l'issue de cette formation, vous saurez maîtriser les fondamentaux de SIEM et les appliquer dans des projets concrets.",Experts,Avoir des connaissances de base en cybersécurité est recommandé.,Cybersécurité,SIEM,Intermédiaire,67,Projet,FR,Non - Certificat de SIEM,LinkedIn Learning,172,2023-07-26,"Publicité, SQL, React, SEO, Docker",4.6,960,49
a5d30349-2a77-40b5-af53-d27d638e7259,Formation en HTML/CSS pour Experts,"Apprenez HTML/CSS à travers cette formation complète. Vous découvrirez les concepts clés, des cas pratiques et des outils indispensables pour maîtriser ce domaine.","À l'issue de cette formation, vous saurez maîtriser les fondamentaux de HTML/CSS et les appliquer dans des projets concrets.",Experts,Avoir des connaissances de base en développement web est recommandé.,Développement Web,HTML/CSS,Facile,37,Vidéo,EN,Oui,Coursera,116,2024-09-25,"React, Git, Sécurité, Deep Learning, Publicité, Django",3.4,1736,49
a298724a-3167-4ab0-8c73-edacbb07a2f3,Formation en Analyse de Données pour Débutants,"Apprenez Analyse de Données à travers cette formation complète. Vous découvrirez les concepts clés, des cas pratiques et des outils indispensables pour maîtriser ce domaine.","À l'issue de cette formation, vous saurez maîtriser les fondamentaux de Analyse de Données et les appliquer dans des projets concrets.",Experts,Avoir des connaissances de base en data science est recommandé.,Data Science,Analyse de Données,Intermédiaire,23,Podcast,EN,Oui - Certificat de Analyse de Données,Coursera,268,2024-10-20,"Machine Learning, SEO, UI, Agile, HTML, Kubernetes, React, Deep Learning",3.9,83,73
4223e844-0746-453c-ad0c-bc93fe9495c6,Formation en Django pour Intermédiaires,"Apprenez Django à travers cette formation complète. Vous découvrirez les concepts clés, des cas pratiques et des outils indispensables pour maîtriser ce domaine.","À l'issue de cette formation, vous saurez maîtriser les fondamentaux de Django et les appliquer dans des projets concrets.",Experts,Avoir des connaissances de base en développement web est recommandé.,Développement Web,Django,Intermédiaire,29,Quiz,FR,Oui - Certificat de Django,LinkedIn Learning,0,2023-08-29,"Linux, Python, Projet, Kubernetes, UX, Machine Learning",4.9,2458,67
4551d98b-aa74-4ea7-b0b3-d4ae45ace47d,Formation en Big Data pour Experts,"Apprenez Big Data à travers cette formation complète. Vous découvrirez les concepts clés, des cas pratiques et des outils indispensables pour maîtriser ce domaine.","À l'issue de cette formation, vous saurez maîtriser les fondamentaux de Big Data et les appliquer dans des projets concrets.",Débutants,Avoir des connaissances de base en data science est recommandé.,Data Science,Big Data,Intermédiaire,68,Podcast,FR,Oui,edX,155,2025-03-06,"CSS, Big Data, Projet, React, Scrum, SQL",3.9,1844,79
0c0c7ba2-9b5a-4c86-8688-bd52724e93e7,Formation en Scrum pour Débutants,"Apprenez Scrum à travers cette formation complète. Vous découvrirez les concepts clés, des cas pratiques et des outils indispensables pour maîtriser ce domaine.","À l'issue de cette formation, vous saurez maîtriser les fondamentaux de Scrum et les appliquer dans des projets concrets.",Débutants,Avoir des connaissances de base en gestion de projet est recommandé.,Gestion de Projet,Scrum,Avancé,73,Quiz,EN,Oui - Certificat de Scrum,OpenClassrooms,330,2023-08-23,"UX, Figma, Machine Learning, Kubernetes",4.1,2735,72
bc0e5322-6a03-457b-97ab-5793ed005431,Formation en Espagnol des Affaires pour Débutants,"Apprenez Espagnol des Affaires à travers cette formation complète. Vous découvrirez les concepts clés, des cas pratiques et des outils indispensables pour maîtriser ce domaine.","À l'issue de cette formation, vous saurez maîtriser les fondamentaux de Espagnol des Affaires et les appliquer dans des projets concrets.",Experts,Avoir des connaissances de base en langues est recommandé.,Langues,Espagnol des Affaires,Avancé,73,Vidéo,FR,Oui,Udemy,108,2024-06-11,"UX, React, SQL, Linux, Scrum",4.1,1405,60
b613e559-4367-4837-9ab4-4ed39397ec76,Formation en Machine Learning pour Intermédiaires,"Apprenez Machine Learning à travers cette formation complète. Vous découvrirez les concepts clés, des cas pratiques et des outils indispensables pour maîtriser ce domaine.","À l'issue de cette formation, vous saurez maîtriser les fondamentaux de Machine Learning et les appliquer dans des projets concrets.",Experts,Avoir des connaissances de base en intelligence artificielle est recommandé.,Intelligence Artificielle,Machine Learning,Intermédiaire,64,Vidéo,FR,Non - Certificat de Machine Learning,OpenClassrooms,0,2023-05-26,"Agile, UI, Machine Learning, Docker, React, Publicité, HTML, SQL",4.7,2437,43
10a897a5-5bd9-4878-84ba-1c8ec3614512,Formation en Formation des Employés pour Débutants,"Apprenez Formation des Employés à travers cette formation complète. Vous découvrirez les concepts clés, des cas pratiques et des outils indispensables pour maîtriser ce domaine.","À l'issue de cette formation, vous saurez maîtriser les fondamentaux de Formation des Employés et les appliquer dans des projets concrets.",Experts,Avoir des connaissances de base en ressources humaines est recommandé.,Ressources Humaines,Formation des Employés,Intermédiaire,22,Podcast,FR,Non,Udemy,353,2023-07-24,"CSS, Cloud, React, Projet",4.2,2343,74
e176f69e-ebac-4900-9c33-2d581e238b78,Formation en Kubernetes pour Experts,"Apprenez Kubernetes à travers cette formation complète. Vous découvrirez les concepts clés, des cas pratiques et des outils indispensables pour maîtriser ce domaine.","À l'issue de cette formation, vous saurez maîtriser les fondamentaux de Kubernetes et les appliquer dans des projets concrets.",Intermédiaires,Avoir des connaissances de base en cloud computing est recommandé.,Cloud Computing,Kubernetes,Avancé,25,Vidéo,FR,Oui - Certificat de Kubernetes,Coursera,196,2024-09-25,"CSS, Agile, Scrum, UX, Git, Deep Learning, Figma",4.1,2850,45
35e6911f-a661-4254-ad06-ac593101bae3,Formation en UI/UX pour Débutants,"Apprenez UI/UX à travers cette formation complète. Vous découvrirez les concepts clés, des cas pratiques et des outils indispensables pour maîtriser ce domaine.","À l'issue de cette formation, vous saurez maîtriser les fondamentaux de UI/UX et les appliquer dans des projets concrets.",Débutants,Avoir des connaissances de base en design & création est recommandé.,Design & Création,UI/UX,Intermédiaire,77,Quiz,EN,Oui - Certificat de UI/UX,Fun-MOOC,314,2024-02-06,"Sécurité, Agile, Machine Learning, Django",3.7,2577,78
76368900-6626-49ec-9543-4fbd7209c8f6,Formation en Django pour Experts,"Apprenez Django à travers cette formation complète. Vous découvrirez les concepts clés, des cas pratiques et des outils indispensables pour maîtriser ce domaine.","À l'issue de cette formation, vous saurez maîtriser les fondamentaux de Django et les appliquer dans des projets concrets.",Débutants,Avoir des connaissances de base en développement web est recommandé.,Développement Web,Django,Intermédiaire,11,Projet,FR,Non - Certificat de Django,LinkedIn Learning,0,2023-05-24,"Machine Learning, Agile, CSS, HTML, Projet, Kubernetes, Git, Cryptographie",3.4,839,72
89ac0dff-2ee7-48ca-ba07-b1f35dde8b36,Formation en Vue.js pour Débutants,"Apprenez Vue.js à travers cette formation complète. Vous découvrirez les concepts clés, des cas pratiques et des outils indispensables pour maîtriser ce domaine.","À l'issue de cette formation, vous saurez maîtriser les fondamentaux de Vue.js et les appliquer dans des projets concrets.",Intermédiaires,Avoir des connaissances de base en développement web est recommandé.,Développement Web,Vue.js,Facile,11,PDF,EN,Oui,Coursera,271,2023-10-20,"UI, Big Data, Docker, Machine Learning, HTML, SQL",3.9,2411,63
664dd96f-2b72-4098-9381-0d476266c8c3,Formation en Google Cloud pour Experts,"Apprenez Google Cloud à travers cette formation complète. Vous découvrirez les concepts clés, des cas pratiques et des outils indispensables pour maîtriser ce domaine.","À l'issue de cette formation, vous saurez maîtriser les fondamentaux de Google Cloud et les appliquer dans des projets concrets.",Experts,Avoir des connaissances de base en cloud computing est recommandé.,Cloud Computing,Google Cloud,Facile,51,Quiz,FR,Oui,Udemy,149,2023-08-30,"React, CSS, Deep Learning, Big Data, Sécurité, Publicité, Python",3.2,2353,54
f153de3a-1a41-4243-bf15-fb62f8483e8b,Formation en Kanban pour Experts,"Apprenez Kanban à travers cette formation complète. Vous découvrirez les concepts clés, des cas pratiques et des outils indispensables pour maîtriser ce domaine.","À l'issue de cette formation, vous saurez maîtriser les fondamentaux de Kanban et les appliquer dans des projets concrets.",Intermédiaires,Avoir des connaissances de base en gestion de projet est recommandé.,Gestion de Projet,Kanban,Intermédiaire,37,Podcast,EN,Oui - Certificat de Kanban,FutureLearn,186,2024-03-02,"Agile, React, Big Data, SQL, Django, Sécurité, Linux, Scrum",3.5,1173,58
6d9d6702-f5f3-4446-b43e-90c7bed86496,Formation en Django pour Intermédiaires,"Apprenez Django à travers cette formation complète. Vous découvrirez les concepts clés, des cas pratiques et des outils indispensables pour maîtriser ce domaine.","À l'issue de cette formation, vous saurez maîtriser les fondamentaux de Django et les appliquer dans des projets concrets.",Intermédiaires,Avoir des connaissances de base en développement web est recommandé.,Développement Web,Django,Facile,35,PDF,FR,Non,edX,108,2025-04-27,"Kubernetes, Sécurité, Django, Cryptographie, Docker",4.0,1583,43
6ac6a8bc-afb0-46c8-b814-732a38f1821d,Formation en Français Langue Étrangère pour Intermédiaires,"Apprenez Français Langue Étrangère à travers cette formation complète. Vous découvrirez les concepts clés, des cas pratiques et des outils indispensables pour maîtriser ce domaine.","À l'issue de cette formation, vous saurez maîtriser les fondamentaux de Français Langue Étrangère et les appliquer dans des projets concrets.",Experts,Avoir des connaissances de base en langues est recommandé.,Langues,Français Langue Étrangère,Intermédiaire,59,Vidéo,FR,Non,LinkedIn Learning,113,2023-11-16,"HTML, Kubernetes, Agile, Projet, Big Data, Docker",4.8,780,90
b26d39f3-5898-4a21-983d-d4aa8875d864,Formation en Content Marketing pour Experts,"Apprenez Content Marketing à travers cette formation complète. Vous découvrirez les concepts clés, des cas pratiques et des outils indispensables pour maîtriser ce domaine.","À l'issue de cette formation, vous saurez maîtriser les fondamentaux de Content Marketing et les appliquer dans des projets concrets.",Experts,Avoir des connaissances de base en marketing digital est recommandé.,Marketing Digital,Content Marketing,Facile,80,Quiz,EN,Oui,edX,107,2024-04-11,"Figma, Cryptographie, Big Data, HTML, Sécurité, CSS, Machine Learning",3.9,2587,49
d430f4e9-dae1-4c91-8689-e1a381ba4b82,Formation en SQL pour Débutants,"Apprenez SQL à travers cette formation complète. Vous découvrirez les concepts clés, des cas pratiques et des outils indispensables pour maîtriser ce domaine.","À l'issue de cette formation, vous saurez maîtriser les fondamentaux de SQL et les appliquer dans des projets concrets.",Experts,Avoir des connaissances de base en data science est recommandé.,Data Science,SQL,Intermédiaire,20,Vidéo,FR,Non - Certificat de SQL,Udemy,445,2024-12-11,"Publicité, Django, Linux, UX, UI, Figma, Agile",4.5,865,64
b39e468c-9f0a-440e-a137-c9d4b913d03e,Formation en Social Media Marketing pour Intermédiaires,"Apprenez Social Media Marketing à travers cette formation complète. Vous découvrirez les concepts clés, des cas pratiques et des outils indispensables pour maîtriser ce domaine.","À l'issue de cette formation, vous saurez maîtriser les fondamentaux de Social Media Marketing et les appliquer dans des projets concrets.",Experts,Avoir des connaissances de base en marketing digital est recommandé.,Marketing Digital,Social Media Marketing,Intermédiaire,26,Quiz,FR,Oui - Certificat de Social Media Marketing,Udemy,0,2023-07-24,"Cryptographie, Big Data, Kubernetes, Projet, UI, Docker, Deep Learning, HTML",4.1,2526,89
1aeca7e8-22e8-419e-a89e-46cb42af47ac,Formation en Paie pour Débutants,"Apprenez Paie à travers cette formation complète. Vous découvrirez les concepts clés, des cas pratiques et des outils indispensables pour maîtriser ce domaine.","À l'issue de cette formation, vous saurez maîtriser les fondamentaux de Paie et les appliquer dans des projets concrets.",Experts,Avoir des connaissances de base en ressources humaines est recommandé.,Ressources Humaines,Paie,Facile,66,Vidéo,EN,Oui - Certificat de Paie,Fun-MOOC,355,2024-08-10,"Agile, Cryptographie, Python, UX, Scrum, Deep Learning, Big Data",4.7,739,50
9f497017-2505-4468-951c-550314a00fb4,Formation en Email Marketing pour Experts,"Apprenez Email Marketing à travers cette formation complète. Vous découvrirez les concepts clés, des cas pratiques et des outils indispensables pour maîtriser ce domaine.","À l'issue de cette formation, vous saurez maîtriser les fondamentaux de Email Marketing et les appliquer dans des projets concrets.",Intermédiaires,Avoir des connaissances de base en marketing digital est recommandé.,Marketing Digital,Email Marketing,Facile,38,Vidéo,EN,Non - Certificat de Email Marketing,Fun-MOOC,103,2023-11-04,"Sécurité, Agile, Publicité, Figma, React, HTML",3.3,2358,91
9fad86e6-5cfb-42f4-ab2b-c35b3c9055a5,Formation en Django pour Experts,"Apprenez Django à travers cette formation complète. Vous découvrirez les concepts clés, des cas pratiques et des outils indispensables pour maîtriser ce domaine.","À l'issue de cette formation, vous saurez maîtriser les fondamentaux de Django et les appliquer dans des projets concrets.",Débutants,Avoir des connaissances de base en développement web est recommandé.,Développement Web,Django,Avancé,62,PDF,EN,Oui,FutureLearn,109,2023-07-29,"Linux, Scrum, Cryptographie, SQL, SEO, Figma, Django, Python",4.3,1868,49
74e8d55c-8bff-4ff1-89b3-cb9f6b9eaf2e,Formation en Français Langue Étrangère pour Intermédiaires,"Apprenez Français Langue Étrangère à travers cette formation complète. Vous découvrirez les concepts clés, des cas pratiques et des outils indispensables pour maîtriser ce domaine.","À l'issue de cette formation, vous saurez maîtriser les fondamentaux de Français Langue Étrangère et les appliquer dans des projets concrets.",Débutants,Avoir des connaissances de base en langues est recommandé.,Langues,Français Langue Étrangère,Intermédiaire,14,Podcast,EN,Oui,FutureLearn,95,2024-02-09,"Linux, Figma, Cryptographie, Kubernetes, CSS",4.3,2865,73
05f70e7c-b91a-4712-b7ba-2a8615eb8400,Formation en SQL pour Experts,"Apprenez SQL à travers cette formation complète. Vous découvrirez les concepts clés, des cas pratiques et des outils indispensables pour maîtriser ce domaine.","À l'issue de cette formation, vous saurez maîtriser les fondamentaux de SQL et les appliquer dans des projets concrets.",Intermédiaires,Avoir des connaissances de base en data science est recommandé.,Data Science,SQL,Intermédiaire,27,PDF,FR,Non - Certificat de SQL,Udemy,0,2024-09-16,"Cryptographie, SQL, Python, SQL, Docker, Linux",3.4,892,87
37505a17-f61d-4fe6-a9c4-724b8818c74d,Formation en Anglais Professionnel pour Débutants,"Apprenez Anglais Professionnel à travers cette formation complète. Vous découvrirez les concepts clés, des cas pratiques et des outils indispensables pour maîtriser ce domaine.","À l'issue de cette formation, vous saurez maîtriser les fondamentaux de Anglais Professionnel et les appliquer dans des projets concrets.",Experts,Avoir des connaissances de base en langues est recommandé.,Langues,Anglais Professionnel,Avancé,51,Podcast,EN,Oui - Certificat de Anglais Professionnel,FutureLearn,243,2025-02-10,"Anglais Professionnel, CSS, Cloud, Scrum, UI, Agile, Machine Learning",3.9,708,91
07cb717f-a01a-4458-aba9-a8f36e1d2dc3,Formation en Recrutement pour Intermédiaires,"Apprenez Recrutement à travers cette formation complète. Vous découvrirez les concepts clés, des cas pratiques et des outils indispensables pour maîtriser ce domaine.","À l'issue de cette formation, vous saurez maîtriser les fondamentaux de Recrutement et les appliquer dans des projets concrets.",Experts,Avoir des connaissances de base en ressources humaines est recommandé.,Ressources Humaines,Recrutement,Intermédiaire,56,Projet,FR,Oui,edX,482,2024-04-30,"Scrum, Projet, Kubernetes, Django, SQL, Linux",4.7,375,73
a587d35c-6984-424b-99a5-6d94852a1973,Formation en Content Marketing pour Intermédiaires,"Apprenez Content Marketing à travers cette formation complète. Vous découvrirez les concepts clés, des cas pratiques et des outils indispensables pour maîtriser ce domaine.","À l'issue de cette formation, vous saurez maîtriser les fondamentaux de Content Marketing et les appliquer dans des projets concrets.",Débutants,Avoir des connaissances de base en marketing digital est recommandé.,Marketing Digital,Content Marketing,Avancé,22,Projet,EN,Non - Certificat de Content Marketing,Fun-MOOC,0,2023-07-12,"Kubernetes, Sécurité, Agile, React, Deep Learning, Cryptographie",3.8,1632,74
ccdbb7fb-a6e6-4a99-9829-74832cabfba6,Formation en Illustrator pour Experts,"Apprenez Illustrator à travers cette formation complète. Vous découvrirez les concepts clés, des cas pratiques et des outils indispensables pour maîtriser ce domaine.","À l'issue de cette formation, vous saurez maîtriser les fondamentaux de Illustrator et les appliquer dans des projets concrets.",Experts,Avoir des connaissances de base en design & création est recommandé.,Design & Création,Illustrator,Avancé,70,Projet,EN,Oui,Coursera,0,2024-11-22,"Deep Learning, UX, Linux, UI, React, Machine Learning",4.7,441,46
e24cb504-b3b6-406d-86ac-52418518f56a,Formation en Analyse Financière pour Débutants,"Apprenez Analyse Financière à travers cette formation complète. Vous découvrirez les concepts clés, des cas pratiques et des outils indispensables pour maîtriser ce domaine.","À l'issue de cette formation, vous saurez maîtriser les fondamentaux de Analyse Financière et les appliquer dans des projets concrets.",Experts,Avoir des connaissances de base en finance & comptabilité est recommandé.,Finance & Comptabilité,Analyse Financière,Intermédiaire,44,Podcast,EN,Oui,Coursera,200,2023-05-28,"Figma, Deep Learning, CSS, Cloud",3.8,2446,63
75da57ca-5aa2-4581-b0c1-0ffc970c3ed0,Formation en Droit du Travail pour Débutants,"Apprenez Droit du Travail à travers cette formation complète. Vous découvrirez les concepts clés, des cas pratiques et des outils indispensables pour maîtriser ce domaine.","À l'issue de cette formation, vous saurez maîtriser les fondamentaux de Droit du Travail et les appliquer dans des projets concrets.",Intermédiaires,Avoir des connaissances de base en ressources humaines est recommandé.,Ressources Humaines,Droit du Travail,Intermédiaire,24,Projet,FR,Non - Certificat de Droit du Travail,FutureLearn,296,2024-05-18,"React, UI, Big Data, Machine Learning, Cryptographie, Scrum, Git",3.0,258,79
b18179f7-9154-4990-be17-fe40831229dc,Formation en Français Langue Étrangère pour Experts,"Apprenez Français Langue Étrangère à travers cette formation complète. Vous découvrirez les concepts clés, des cas pratiques et des outils indispensables pour maîtriser ce domaine.","À l'issue de cette formation, vous saurez maîtriser les fondamentaux de Français Langue Étrangère et les appliquer dans des projets concrets.",Experts,Avoir des connaissances de base en langues est recommandé.,Langues,Français Langue Étrangère,Facile,59,PDF,FR,Non,FutureLearn,454,2025-02-26,"CSS, Big Data, Git, Machine Learning, Agile, Cryptographie",4.2,2056,56
2e3e231d-2af8-4b47-848b-fc252c7ef380,Formation en Flask pour Intermédiaires,"Apprenez Flask à travers cette formation complète. Vous découvrirez les concepts clés, des cas pratiques et des outils indispensables pour maîtriser ce domaine.","À l'issue de cette formation, vous saurez maîtriser les fondamentaux de Flask et les appliquer dans des projets concrets.",Débutants,Avoir des connaissances de base en développement web est recommandé.,Développement Web,Flask,Facile,73,Podcast,EN,Oui - Certificat de Flask,edX,258,2024-05-26,"Machine Learning, Big Data, Scrum, Projet, Deep Learning, Figma, Linux",3.5,2770,41
98cf36ef-7a5e-4def-ab66-c1ad0ef4e2f1,Formation en Espagnol des Affaires pour Experts,"Apprenez Espagnol des Affaires à travers cette formation complète. Vous découvrirez les concepts clés, des cas pratiques et des outils indispensables pour maîtriser ce domaine.","À l'issue de cette formation, vous saurez maîtriser les fondamentaux de Espagnol des Affaires et les appliquer dans des projets concrets.",Intermédiaires,Avoir des connaissances de base en langues est recommandé.,Langues,Espagnol des Affaires,Intermédiaire,67,Projet,EN,Non,Coursera,0,2023-07-09,"Espagnol des Affaires, Python, SEO, Git, UX, Linux, Figma",4.4,518,83
72868eba-bbdc-43c0-857e-b5a50563673e,Formation en Computer Vision pour Experts,"Apprenez Computer Vision à travers cette formation complète. Vous découvrirez les concepts clés, des cas pratiques et des outils indispensables pour maîtriser ce domaine.","À l'issue de cette formation, vous saurez maîtriser les fondamentaux de Computer Vision et les appliquer dans des projets concrets.",Débutants,Avoir des connaissances de base en intelligence artificielle est recommandé.,Intelligence Artificielle,Computer Vision,Facile,80,Vidéo,EN,Non - Certificat de Computer Vision,FutureLearn,0,2024-05-14,"SEO, Cloud, Figma, Scrum",4.5,2083,83
410f652e-e815-4bd7-b4cb-06a87826fec7,Formation en MLOps pour Intermédiaires,"Apprenez MLOps à travers cette formation complète. Vous découvrirez les concepts clés, des cas pratiques et des outils indispensables pour maîtriser ce domaine.","À l'issue de cette formation, vous saurez maîtriser les fondamentaux de MLOps et les appliquer dans des projets concrets.",Débutants,Avoir des connaissances de base en intelligence artificielle est recommandé.,Intelligence Artificielle,MLOps,Avancé,32,Vidéo,FR,Oui - Certificat de MLOps,Coursera,357,2024-12-25,"Django, Docker, UI, Big Data, Scrum, UX",4.6,744,62
65a19941-64c5-4ed3-9f38-ea07ca2ec9c6,Formation en Figma pour Experts,"Apprenez Figma à travers cette formation complète. Vous découvrirez les concepts clés, des cas pratiques et des outils indispensables pour maîtriser ce domaine.","À l'issue de cette formation, vous saurez maîtriser les fondamentaux de Figma et les appliquer dans des projets concrets.",Débutants,Avoir des connaissances de base en design & création est recommandé.,Design & Création,Figma,Avancé,62,PDF,FR,Oui,FutureLearn,95,2024-05-29,"CSS, Scrum, Agile, Cryptographie, Cloud, UI",3.9,2887,66
01884646-37e7-43fb-99bb-b9cae0c3dbf6,Formation en Illustrator pour Débutants,"Apprenez Illustrator à travers cette formation complète. Vous découvrirez les concepts clés, des cas pratiques et des outils indispensables pour maîtriser ce domaine.","À l'issue de cette formation, vous saurez maîtriser les fondamentaux de Illustrator et les appliquer dans des projets concrets.",Débutants,Avoir des connaissances de base en design & création est recommandé.,Design & Création,Illustrator,Avancé,79,PDF,EN,Oui,OpenClassrooms,336,2024-01-12,"HTML, Sécurité, Docker, Publicité, Deep Learning, Big Data",3.9,1471,92
45e10183-93e0-4b71-86aa-2cc274866e94,Formation en Django pour Intermédiaires,"Apprenez Django à travers cette formation complète. Vous découvrirez les concepts clés, des cas pratiques et des outils indispensables pour maîtriser ce domaine.","À l'issue de cette formation, vous saurez maîtriser les fondamentaux de Django et les appliquer dans des projets concrets.",Intermédiaires,Avoir des connaissances de base en développement web est recommandé.,Développement Web,Django,Intermédiaire,5,Quiz,EN,Oui,FutureLearn,0,2025-02-08,"SQL, Python, Projet, Kubernetes, Figma, SEO, Git",4.2,1223,92
61f3726a-0f27-4da4-ba0d-ea4b4cc0bb33,Formation en Docker pour Intermédiaires,"Apprenez Docker à travers cette formation complète. Vous découvrirez les concepts clés, des cas pratiques et des outils indispensables pour maîtriser ce domaine.","À l'issue de cette formation, vous saurez maîtriser les fondamentaux de Docker et les appliquer dans des projets concrets.",Intermédiaires,Avoir des connaissances de base en cloud computing est recommandé.,Cloud Computing,Docker,Avancé,40,Podcast,EN,Oui - Certificat de Docker,Fun-MOOC,166,2023-06-22,"Machine Learning, UI, HTML, Publicité",4.3,1800,57
f48cd8d2-191d-4f3c-b68a-f363e990b0d8,Formation en Email Marketing pour Intermédiaires,"Apprenez Email Marketing à travers cette formation complète. Vous découvrirez les concepts clés, des cas pratiques et des outils indispensables pour maîtriser ce domaine.","À l'issue de cette formation, vous saurez maîtriser les fondamentaux de Email Marketing et les appliquer dans des projets concrets.",Intermédiaires,Avoir des connaissances de base en marketing digital est recommandé.,Marketing Digital,Email Marketing,Avancé,56,Podcast,FR,Oui,edX,486,2024-10-23,"Email Marketing, Git, Django, SEO, Cloud",3.7,399,53
8d093c1c-f062-4754-8ab1-d87f2c3e40fc,Formation en Adobe XD pour Experts,"Apprenez Adobe XD à travers cette formation complète. Vous découvrirez les concepts clés, des cas pratiques et des outils indispensables pour maîtriser ce domaine.","À l'issue de cette formation, vous saurez maîtriser les fondamentaux de Adobe XD et les appliquer dans des projets concrets.",Experts,Avoir des connaissances de base en design & création est recommandé.,Design & Création,Adobe XD,Intermédiaire,34,Projet,EN,Non,Coursera,454,2023-07-22,"Kubernetes, Git, Figma, Deep Learning",3.1,2586,95
f00e4db9-77b1-4a93-a0f7-a5ddb694a8f2,Formation en SIEM pour Intermédiaires,"Apprenez SIEM à travers cette formation complète. Vous découvrirez les concepts clés, des cas pratiques et des outils indispensables pour maîtriser ce domaine.","À l'issue de cette formation, vous saurez maîtriser les fondamentaux de SIEM et les appliquer dans des projets concrets.",Intermédiaires,Avoir des connaissances de base en cybersécurité est recommandé.,Cybersécurité,SIEM,Facile,30,PDF,FR,Oui - Certificat de SIEM,LinkedIn Learning,0,2023-10-08,"Publicité, UI, Agile, Git, Big Data, Django, CSS, React",4.8,2106,67
37057444-e56c-4d01-a3c4-6a57aa22f775,Formation en Google Ads pour Experts,"Apprenez Google Ads à travers cette formation complète. Vous découvrirez les concepts clés, des cas pratiques et des outils indispensables pour maîtriser ce domaine.","À l'issue de cette formation, vous saurez maîtriser les fondamentaux de Google Ads et les appliquer dans des projets concrets.",Experts,Avoir des connaissances de base en marketing digital est recommandé.,Marketing Digital,Google Ads,Avancé,40,PDF,FR,Non - Certificat de Google Ads,Coursera,187,2024-11-30,"Django, Google Ads, UX, Agile, Machine Learning",3.3,2746,80
ecc43d07-20aa-4f50-bb08-4f0994acbbb0,Formation en Figma pour Experts,"Apprenez Figma à travers cette formation complète. Vous découvrirez les concepts clés, des cas pratiques et des outils indispensables pour maîtriser ce domaine.","À l'issue de cette formation, vous saurez maîtriser les fondamentaux de Figma et les appliquer dans des projets concrets.",Débutants,Avoir des connaissances de base en design & création est recommandé.,Design & Création,Figma,Avancé,32,Quiz,EN,Oui - Certificat de Figma,LinkedIn Learning,0,2023-08-22,"Git, SQL, Scrum, Figma",4.1,185,54
f74ef8ee-3328-4e2a-87f4-479d1f6ba4b0,Formation en Prince2 pour Débutants,"Apprenez Prince2 à travers cette formation complète. Vous découvrirez les concepts clés, des cas pratiques et des outils indispensables pour maîtriser ce domaine.","À l'issue de cette formation, vous saurez maîtriser les fondamentaux de Prince2 et les appliquer dans des projets concrets.",Experts,Avoir des connaissances de base en gestion de projet est recommandé.,Gestion de Projet,Prince2,Facile,13,PDF,EN,Oui,Coursera,276,2024-03-28,"Cloud, Sécurité, Agile, Django",4.9,2088,68
958a8bf3-5410-4ba1-8266-a7be7ff479e8,Formation en Analyse Financière pour Experts,"Apprenez Analyse Financière à travers cette formation complète. Vous découvrirez les concepts clés, des cas pratiques et des outils indispensables pour maîtriser ce domaine.","À l'issue de cette formation, vous saurez maîtriser les fondamentaux de Analyse Financière et les appliquer dans des projets concrets.",Débutants,Avoir des connaissances de base en finance & comptabilité est recommandé.,Finance & Comptabilité,Analyse Financière,Avancé,6,Projet,FR,Non,LinkedIn Learning,207,2025-01-17,"Figma, Sécurité, Git, Python, UX, Docker",3.6,1313,42
